"JURISDICTION","LOCATION","AGE_GROUP","BEST_DETECTION_METHOD","DETECTION_METHOD","AMPHETAMINE","CANNABIS","ECSTASY","NO_DRUGS_DETECTED","COUNT","YEAR"
"NSW","Outer Regional Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",4,2023
"NSW","Outer Regional Australia","26-39","No","Indicator (Stage 1)","No","No","Not applicable","Not applicable",3,2023
"NSW","Outer Regional Australia","26-39","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",32,2023
"NSW","Outer Regional Australia","26-39","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",51,2023
"NSW","Outer Regional Australia","26-39","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",13,2023
"NSW","Outer Regional Australia","26-39","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",1,2023
"NSW","Outer Regional Australia","26-39","No","Secondary Confirmatory (Stage 2)","No","No","Not applicable","Not applicable",15,2023
"NSW","Outer Regional Australia","26-39","No","Secondary Confirmatory (Stage 2)","No","No","Not applicable","Not applicable",1,2023
"NSW","Outer Regional Australia","26-39","No","Secondary Confirmatory (Stage 2)","No","No","Not applicable","Not applicable",1,2023
"NSW","Outer Regional Australia","26-39","No","Secondary Confirmatory (Stage 2)","No","Yes","Not applicable","Not applicable",23,2023
"NSW","Outer Regional Australia","26-39","No","Secondary Confirmatory (Stage 2)","Yes","No","Not applicable","Not applicable",40,2023
"NSW","Outer Regional Australia","26-39","No","Secondary Confirmatory (Stage 2)","Yes","Yes","Not applicable","Not applicable",20,2023
"NSW","Outer Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Not applicable",3,2023
"NSW","Outer Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Not applicable",1,2023
"NSW","Outer Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",28,2023
"NSW","Outer Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Yes","Not applicable",1,2023
"NSW","Outer Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Yes","Not applicable",1,2023
"NSW","Outer Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",40,2023
"NSW","Outer Regional Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",26,2023
"NSW","Outer Regional Australia","40-64","No","Indicator (Stage 1)","No","No","Not applicable","Not applicable",4,2023
"NSW","Outer Regional Australia","40-64","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",29,2023
"NSW","Outer Regional Australia","40-64","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",52,2023
"NSW","Outer Regional Australia","40-64","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",1,2023
"NSW","Outer Regional Australia","40-64","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",15,2023
"NSW","Outer Regional Australia","40-64","No","Secondary Confirmatory (Stage 2)","No","No","Not applicable","Not applicable",17,2023
"NSW","Outer Regional Australia","40-64","No","Secondary Confirmatory (Stage 2)","No","No","Not applicable","Not applicable",2,2023
"NSW","Outer Regional Australia","40-64","No","Secondary Confirmatory (Stage 2)","No","No","Not applicable","Not applicable",3,2023
"NSW","Outer Regional Australia","40-64","No","Secondary Confirmatory (Stage 2)","No","Yes","Not applicable","Not applicable",18,2023
"NSW","Outer Regional Australia","40-64","No","Secondary Confirmatory (Stage 2)","No","Yes","Not applicable","Not applicable",2,2023
"NSW","Outer Regional Australia","40-64","No","Secondary Confirmatory (Stage 2)","Yes","No","Not applicable","Not applicable",30,2023
"NSW","Outer Regional Australia","40-64","No","Secondary Confirmatory (Stage 2)","Yes","No","Not applicable","Not applicable",1,2023
"NSW","Outer Regional Australia","40-64","No","Secondary Confirmatory (Stage 2)","Yes","Yes","Not applicable","Not applicable",28,2023
"NSW","Outer Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Not applicable",3,2023
"NSW","Outer Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Not applicable",3,2023
"NSW","Outer Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",24,2023
"NSW","Outer Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",36,2023
"NSW","Outer Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",1,2023
"NSW","Outer Regional Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",34,2023
"NSW","Outer Regional Australia","65 and over","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",1,2023
"NSW","Outer Regional Australia","65 and over","No","Secondary Confirmatory (Stage 2)","No","No","Not applicable","Not applicable",1,2023
"NSW","Outer Regional Australia","65 and over","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",1,2023
"NSW","Remote Australia","17-25","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",1,2023
"NSW","Remote Australia","17-25","No","Secondary Confirmatory (Stage 2)","No","Yes","Not applicable","Not applicable",1,2023
"NSW","Remote Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",1,2023
"NSW","Remote Australia","26-39","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",1,2023
"NSW","Remote Australia","26-39","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",5,2023
"NSW","Remote Australia","26-39","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",1,2023
"NSW","Remote Australia","26-39","No","Secondary Confirmatory (Stage 2)","No","Yes","Not applicable","Not applicable",1,2023
"NSW","Remote Australia","26-39","No","Secondary Confirmatory (Stage 2)","Yes","No","Not applicable","Not applicable",4,2023
"NSW","Remote Australia","26-39","No","Secondary Confirmatory (Stage 2)","Yes","Yes","Not applicable","Not applicable",2,2023
"NSW","Remote Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",3,2023
"NSW","Remote Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",4,2023
"NSW","Remote Australia","40-64","No","Indicator (Stage 1)","No","Yes","Not applicable","Not applicable",4,2023
"NSW","Remote Australia","40-64","No","Indicator (Stage 1)","Yes","No","Not applicable","Not applicable",6,2023
"NSW","Remote Australia","40-64","No","Indicator (Stage 1)","Yes","Yes","Not applicable","Not applicable",1,2023
"NSW","Remote Australia","40-64","No","Secondary Confirmatory (Stage 2)","No","No","Not applicable","Not applicable",3,2023
"NSW","Remote Australia","40-64","No","Secondary Confirmatory (Stage 2)","No","Yes","Not applicable","Not applicable",2,2023
"NSW","Remote Australia","40-64","No","Secondary Confirmatory (Stage 2)","Yes","No","Not applicable","Not applicable",5,2023
"NSW","Remote Australia","40-64","No","Secondary Confirmatory (Stage 2)","Yes","Yes","Not applicable","Not applicable",1,2023
"NSW","Remote Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Not applicable",1,2023
"NSW","Remote Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","Not applicable",3,2023
"NSW","Remote Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","Not applicable",1,2023
"NSW","Remote Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","Not applicable",4,2023
"NSW","Remote Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","Yes","Not applicable",2,2023
"NT","Unknown","17-25","Yes","Indicator (Stage 1)","Not applicable","Yes","Not applicable","Not applicable",18,2023
"NT","Unknown","26-39","Yes","Indicator (Stage 1)","Not applicable","Yes","Not applicable","Not applicable",33,2023
"NT","Unknown","40-64","Yes","Indicator (Stage 1)","Not applicable","Yes","Not applicable","Not applicable",16,2023
"TAS","Unknown","Unknown","Yes","Indicator (Stage 1)","Not applicable","Not applicable","Not applicable","Not applicable",230,2023
"VIC","Inner Regional Australia","17-25","Yes","Indicator (Stage 1)","No","Yes","No","Not applicable",8,2023
"VIC","Inner Regional Australia","17-25","Yes","Indicator (Stage 1)","No","Yes","Yes","Not applicable",1,2023
"VIC","Inner Regional Australia","17-25","Yes","Indicator (Stage 1)","Yes","No","No","Not applicable",4,2023
"VIC","Inner Regional Australia","26-39","Yes","Indicator (Stage 1)","No","No","Yes","Not applicable",1,2023
"VIC","Inner Regional Australia","26-39","Yes","Indicator (Stage 1)","No","Yes","No","Not applicable",18,2023
"VIC","Inner Regional Australia","26-39","Yes","Indicator (Stage 1)","Yes","No","No","Not applicable",47,2023
"VIC","Inner Regional Australia","26-39","Yes","Indicator (Stage 1)","Yes","No","Yes","Not applicable",1,2023
"VIC","Inner Regional Australia","26-39","Yes","Indicator (Stage 1)","Yes","Yes","No","Not applicable",15,2023
"VIC","Inner Regional Australia","26-39","Yes","Indicator (Stage 1)","Yes","Yes","Yes","Not applicable",1,2023
"VIC","Inner Regional Australia","40-64","Yes","Indicator (Stage 1)","No","Yes","No","Not applicable",18,2023
"VIC","Inner Regional Australia","40-64","Yes","Indicator (Stage 1)","Yes","No","No","Not applicable",35,2023
"VIC","Inner Regional Australia","40-64","Yes","Indicator (Stage 1)","Yes","Yes","No","Not applicable",10,2023
"VIC","Inner Regional Australia","40-64","Yes","Indicator (Stage 1)","Yes","Yes","Yes","Not applicable",1,2023
"VIC","Inner Regional Australia","65 and over","Yes","Indicator (Stage 1)","No","Yes","No","Not applicable",1,2023
"VIC","Inner Regional Australia","65 and over","Yes","Indicator (Stage 1)","Yes","Yes","No","Not applicable",1,2023
"VIC","Major Cities of Australia","17-25","Yes","Indicator (Stage 1)","No","No","Yes","Not applicable",2,2023
"VIC","Major Cities of Australia","17-25","Yes","Indicator (Stage 1)","No","Yes","No","Not applicable",38,2023
"VIC","Major Cities of Australia","17-25","Yes","Indicator (Stage 1)","No","Yes","Yes","Not applicable",1,2023
"VIC","Major Cities of Australia","17-25","Yes","Indicator (Stage 1)","Yes","No","No","Not applicable",8,2023
"VIC","Major Cities of Australia","17-25","Yes","Indicator (Stage 1)","Yes","Yes","No","Not applicable",4,2023
"VIC","Major Cities of Australia","26-39","Yes","Indicator (Stage 1)","No","No","Yes","Not applicable",1,2023
"VIC","Major Cities of Australia","26-39","Yes","Indicator (Stage 1)","No","Yes","No","Not applicable",42,2023
"VIC","Major Cities of Australia","26-39","Yes","Indicator (Stage 1)","No","Yes","Yes","Not applicable",1,2023
"VIC","Major Cities of Australia","26-39","Yes","Indicator (Stage 1)","Yes","No","No","Not applicable",130,2023
"VIC","Major Cities of Australia","26-39","Yes","Indicator (Stage 1)","Yes","Yes","No","Not applicable",25,2023
"VIC","Major Cities of Australia","26-39","Yes","Indicator (Stage 1)","Yes","Yes","Yes","Not applicable",1,2023
"VIC","Major Cities of Australia","40-64","Yes","Indicator (Stage 1)","No","Yes","No","Not applicable",26,2023
"VIC","Major Cities of Australia","40-64","Yes","Indicator (Stage 1)","Yes","No","No","Not applicable",132,2023
"VIC","Major Cities of Australia","40-64","Yes","Indicator (Stage 1)","Yes","No","Yes","Not applicable",3,2023
"VIC","Major Cities of Australia","40-64","Yes","Indicator (Stage 1)","Yes","Yes","No","Not applicable",28,2023
"VIC","Major Cities of Australia","65 and over","Yes","Indicator (Stage 1)","No","Yes","No","Not applicable",1,2023
"VIC","Major Cities of Australia","65 and over","Yes","Indicator (Stage 1)","Yes","No","No","Not applicable",1,2023
"VIC","Major Cities of Australia","65 and over","Yes","Indicator (Stage 1)","Yes","Yes","No","Not applicable",1,2023
"VIC","Outer Regional Australia","17-25","Yes","Indicator (Stage 1)","No","Yes","No","Not applicable",1,2023
"VIC","Outer Regional Australia","17-25","Yes","Indicator (Stage 1)","Yes","No","No","Not applicable",2,2023
"VIC","Outer Regional Australia","17-25","Yes","Indicator (Stage 1)","Yes","Yes","No","Not applicable",2,2023
"VIC","Outer Regional Australia","26-39","Yes","Indicator (Stage 1)","No","Yes","No","Not applicable",2,2023
"VIC","Outer Regional Australia","26-39","Yes","Indicator (Stage 1)","Yes","No","No","Not applicable",9,2023
"VIC","Outer Regional Australia","40-64","Yes","Indicator (Stage 1)","No","Yes","No","Not applicable",9,2023
"VIC","Outer Regional Australia","40-64","Yes","Indicator (Stage 1)","Yes","No","No","Not applicable",14,2023
"VIC","Outer Regional Australia","40-64","Yes","Indicator (Stage 1)","Yes","Yes","No","Not applicable",7,2023
"VIC","Remote Australia","40-64","Yes","Indicator (Stage 1)","No","Yes","No","Not applicable",1,2023
"WA","Unknown","17-25","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",0,2023
"WA","Unknown","26-39","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",0,2023
"WA","Unknown","40-64","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",0,2023
"WA","Unknown","65 and over","Yes","Not applicable","Not applicable","Not applicable","Not applicable","Not applicable",0,2023
"WA","Unknown","Unknown","No","Indicator (Stage 1)","No","Yes","No","No",124,2023
"WA","Unknown","Unknown","No","Indicator (Stage 1)","Yes","No","No","No",279,2023
"WA","Unknown","Unknown","No","Indicator (Stage 1)","Yes","Yes","No","No",42,2023
"WA","Unknown","Unknown","No","Secondary Confirmatory (Stage 2)","No","No","No","Yes",24,2023
"WA","Unknown","Unknown","No","Secondary Confirmatory (Stage 2)","No","No","No","No",1,2023
"WA","Unknown","Unknown","No","Secondary Confirmatory (Stage 2)","No","Yes","No","No",114,2023
"WA","Unknown","Unknown","No","Secondary Confirmatory (Stage 2)","Yes","No","No","No",246,2023
"WA","Unknown","Unknown","No","Secondary Confirmatory (Stage 2)","Yes","Yes","No","No",51,2023
"WA","Unknown","Unknown","Yes","Laboratory or Toxicology (Stage 3)","No","No","No","Yes",33,2023
"WA","Unknown","Unknown","Yes","Laboratory or Toxicology (Stage 3)","No","No","Yes","No",1,2023
"WA","Unknown","Unknown","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","No","No",92,2023
"WA","Unknown","Unknown","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Yes","No",1,2023
"WA","Unknown","Unknown","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","No","No",222,2023
"WA","Unknown","Unknown","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Yes","No",5,2023
"WA","Unknown","Unknown","Yes","Laboratory or Toxicology (Stage 3)","Yes","Yes","No","No",56,2023
"ACT","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","No","No","Not applicable","Not applicable",2,2023
"ACT","Major Cities of Australia","17-25","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","Not applicable",1,2023
"ACT","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","No","Not applicable","Not applicable",1,2023
"ACT","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","No","Yes","Not applicable","Not applicable",1,2023
"ACT","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","Not applicable",2,2023
"ACT","Major Cities of Australia","26-39","Yes","Laboratory or Toxicology (Stage 3)","Yes","No","Not applicable","Not applicable",1,2023
"ACT","Major Cities of Australia","40-64","Yes","Laboratory or Toxicology (Stage 3)","No","No","Not applicable","Not applicable",1,2023
